"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"2004"	"2004"	"1-4 years"	"1-4"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	1	15771627	Unreliable
	"2004"	"2004"	"1-4 years"	"1-4"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	14	15771627	Unreliable
	"2004"	"2004"	"1-4 years"	"1-4"	"Non-Injury: Infections of kidney"	"GR113-102"	4	15771627	Unreliable
	"2004"	"2004"	"1-4 years"	"1-4"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	61	15771627	0.4
	"2004"	"2004"	"1-4 years"	"1-4"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	569	15771627	3.6
	"2004"	"2004"	"1-4 years"	"1-4"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	189	15771627	1.2
	"2004"	"2004"	"1-4 years"	"1-4"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	611	15771627	3.9
	"2004"	"2004"	"1-4 years"	"1-4"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	19	15771627	Unreliable
"Total"	"2004"	"2004"	"1-4 years"	"1-4"			4785	15771627	30.3
	"2004"	"2004"	"5-14 years"	"5-14"	"Cut/Pierce"	"GRINJ-001"	35	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Drowning"	"GRINJ-002"	275	40865917	0.7
	"2004"	"2004"	"5-14 years"	"5-14"	"Fall"	"GRINJ-003"	37	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Fire/Flame"	"GRINJ-004"	275	40865917	0.7
	"2004"	"2004"	"5-14 years"	"5-14"	"Hot object/Substance"	"GRINJ-005"	1	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Firearm"	"GRINJ-006"	300	40865917	0.7
	"2004"	"2004"	"5-14 years"	"5-14"	"Machinery"	"GRINJ-007"	16	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Motor Vehicle Traffic"	"GRINJ-008"	1506	40865917	3.7
	"2004"	"2004"	"5-14 years"	"5-14"	"Other Pedal cyclist"	"GRINJ-009"	19	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Other Pedestrian"	"GRINJ-010"	61	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Other land transport"	"GRINJ-011"	125	40865917	0.3
	"2004"	"2004"	"5-14 years"	"5-14"	"Other transport"	"GRINJ-012"	34	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Natural/Environmental"	"GRINJ-013"	22	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Poisoning"	"GRINJ-015"	101	40865917	0.2
	"2004"	"2004"	"5-14 years"	"5-14"	"Struck by or against"	"GRINJ-016"	34	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	368	40865917	0.9
	"2004"	"2004"	"5-14 years"	"5-14"	"Other specified, classifiable Injury"	"GRINJ-018"	40	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	31	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Unspecified Injury"	"GRINJ-020"	64	40865917	0.2
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Intestinal infections"	"GR113 001-003"	2	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Tuberculosis"	"GR113 005-006"	2	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Whooping cough"	"GR113-007"	1	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Meningococcal infection"	"GR113-009"	13	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Septicemia"	"GR113-010"	66	40865917	0.2
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Viral hepatitis"	"GR113-015"	2	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	25	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	47	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	1019	40865917	2.5
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	84	40865917	0.2
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Anemias"	"GR113-045"	46	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Diabetes mellitus"	"GR113-046"	37	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	3	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Meningitis"	"GR113-050"	25	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	245	40865917	0.6
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	1	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	77	40865917	0.2
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	13	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	5	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	82	40865917	0.2
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	1	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	120	40865917	0.3
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	11	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	62	40865917	0.2
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Peptic ulcer"	"GR113-090"	2	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Diseases of appendix"	"GR113-091"	13	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Hernia"	"GR113-092"	4	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	1	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	21	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	2	40865917	Unreliable
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	37	40865917	0.1
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	389	40865917	1.0
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	120	40865917	0.3
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	893	40865917	2.2
	"2004"	"2004"	"5-14 years"	"5-14"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	19	40865917	Unreliable
"Total"	"2004"	"2004"	"5-14 years"	"5-14"			6834	40865917	16.7
	"2004"	"2004"	"15-24 years"	"15-24"	"Cut/Pierce"	"GRINJ-001"	531	41948112	1.3
	"2004"	"2004"	"15-24 years"	"15-24"	"Drowning"	"GRINJ-002"	627	41948112	1.5
	"2004"	"2004"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	365	41948112	0.9
	"2004"	"2004"	"15-24 years"	"15-24"	"Fire/Flame"	"GRINJ-004"	236	41948112	0.6
	"2004"	"2004"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	6540	41948112	15.6
	"2004"	"2004"	"15-24 years"	"15-24"	"Machinery"	"GRINJ-007"	69	41948112	0.2
	"2004"	"2004"	"15-24 years"	"15-24"	"Motor Vehicle Traffic"	"GRINJ-008"	10757	41948112	25.6
	"2004"	"2004"	"15-24 years"	"15-24"	"Other Pedal cyclist"	"GRINJ-009"	22	41948112	0.1
	"2004"	"2004"	"15-24 years"	"15-24"	"Other Pedestrian"	"GRINJ-010"	114	41948112	0.3
	"2004"	"2004"	"15-24 years"	"15-24"	"Other land transport"	"GRINJ-011"	337	41948112	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	"Other transport"	"GRINJ-012"	142	41948112	0.3
	"2004"	"2004"	"15-24 years"	"15-24"	"Natural/Environmental"	"GRINJ-013"	80	41948112	0.2
	"2004"	"2004"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	2969	41948112	7.1
	"2004"	"2004"	"15-24 years"	"15-24"	"Struck by or against"	"GRINJ-016"	92	41948112	0.2
	"2004"	"2004"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	1787	41948112	4.3
	"2004"	"2004"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	242	41948112	0.6
	"2004"	"2004"	"15-24 years"	"15-24"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	142	41948112	0.3
	"2004"	"2004"	"15-24 years"	"15-24"	"Unspecified Injury"	"GRINJ-020"	383	41948112	0.9
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Intestinal infections"	"GR113 001-003"	3	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Tuberculosis"	"GR113 005-006"	7	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Meningococcal infection"	"GR113-009"	31	41948112	0.1
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Septicemia"	"GR113-010"	135	41948112	0.3
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Viral hepatitis"	"GR113-015"	11	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	191	41948112	0.5
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Malaria"	"GR113-017"	1	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	95	41948112	0.2
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	1709	41948112	4.1
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	110	41948112	0.3
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Anemias"	"GR113-045"	128	41948112	0.3
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Diabetes mellitus"	"GR113-046"	161	41948112	0.4
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	6	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Meningitis"	"GR113-050"	26	41948112	0.1
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Parkinsons disease"	"GR113-051"	1	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Alzheimers disease"	"GR113-052"	1	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1038	41948112	2.5
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	21	41948112	0.1
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	211	41948112	0.5
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Atherosclerosis"	"GR113-071"	2	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	61	41948112	0.1
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	35	41948112	0.1
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	185	41948112	0.4
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	4	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	179	41948112	0.4
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	1	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	39	41948112	0.1
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	123	41948112	0.3
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Peptic ulcer"	"GR113-090"	10	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Diseases of appendix"	"GR113-091"	8	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Hernia"	"GR113-092"	9	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	19	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	8	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	87	41948112	0.2
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Infections of kidney"	"GR113-102"	4	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	2	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	14	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	154	41948112	0.4
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	11	41948112	Unreliable
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	483	41948112	1.2
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	658	41948112	1.6
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	1956	41948112	4.7
	"2004"	"2004"	"15-24 years"	"15-24"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	48	41948112	0.1
"Total"	"2004"	"2004"	"15-24 years"	"15-24"			33421	41948112	79.7
"Total"	"2004"	"2004"					45040	98585656	45.7
	"2005"	"2005"	"1-4 years"	"1-4"	"Cut/Pierce"	"GRINJ-001"	16	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Drowning"	"GRINJ-002"	518	15913007	3.3
	"2005"	"2005"	"1-4 years"	"1-4"	"Fall"	"GRINJ-003"	36	15913007	0.2
	"2005"	"2005"	"1-4 years"	"1-4"	"Fire/Flame"	"GRINJ-004"	227	15913007	1.4
	"2005"	"2005"	"1-4 years"	"1-4"	"Hot object/Substance"	"GRINJ-005"	9	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Firearm"	"GRINJ-006"	62	15913007	0.4
	"2005"	"2005"	"1-4 years"	"1-4"	"Machinery"	"GRINJ-007"	7	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Motor Vehicle Traffic"	"GRINJ-008"	489	15913007	3.1
	"2005"	"2005"	"1-4 years"	"1-4"	"Other Pedal cyclist"	"GRINJ-009"	1	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Other Pedestrian"	"GRINJ-010"	129	15913007	0.8
	"2005"	"2005"	"1-4 years"	"1-4"	"Other land transport"	"GRINJ-011"	25	15913007	0.2
	"2005"	"2005"	"1-4 years"	"1-4"	"Other transport"	"GRINJ-012"	2	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Natural/Environmental"	"GRINJ-013"	38	15913007	0.2
	"2005"	"2005"	"1-4 years"	"1-4"	"Poisoning"	"GRINJ-015"	49	15913007	0.3
	"2005"	"2005"	"1-4 years"	"1-4"	"Struck by or against"	"GRINJ-016"	37	15913007	0.2
	"2005"	"2005"	"1-4 years"	"1-4"	"Suffocation"	"GRINJ-017"	153	15913007	1.0
	"2005"	"2005"	"1-4 years"	"1-4"	"Other specified, classifiable Injury"	"GRINJ-018"	82	15913007	0.5
	"2005"	"2005"	"1-4 years"	"1-4"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	36	15913007	0.2
	"2005"	"2005"	"1-4 years"	"1-4"	"Unspecified Injury"	"GRINJ-020"	192	15913007	1.2
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Intestinal infections"	"GR113 001-003"	13	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Tuberculosis"	"GR113 005-006"	3	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Scarlet fever and erysipelas"	"GR113-008"	1	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Meningococcal infection"	"GR113-009"	11	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Septicemia"	"GR113-010"	85	15913007	0.5
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	1	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Measles"	"GR113-014"	1	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	2	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	63	15913007	0.4
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	377	15913007	2.4
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	52	15913007	0.3
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Anemias"	"GR113-045"	23	15913007	0.1
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Diabetes mellitus"	"GR113-046"	2	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	3	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Meningitis"	"GR113-050"	32	15913007	0.2
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	151	15913007	0.9
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	62	15913007	0.4
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Atherosclerosis"	"GR113-071"	1	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	3	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	6	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	110	15913007	0.7
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	16	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	56	15913007	0.4
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	1	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	8	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	94	15913007	0.6
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Peptic ulcer"	"GR113-090"	1	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Diseases of appendix"	"GR113-091"	4	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Hernia"	"GR113-092"	4	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	1	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	16	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Infections of kidney"	"GR113-102"	4	15913007	Unreliable
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	58	15913007	0.4
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	522	15913007	3.3
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	233	15913007	1.5
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	612	15913007	3.8
	"2005"	"2005"	"1-4 years"	"1-4"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	16	15913007	Unreliable
"Total"	"2005"	"2005"	"1-4 years"	"1-4"			4756	15913007	29.9
	"2005"	"2005"	"5-14 years"	"5-14"	"Cut/Pierce"	"GRINJ-001"	29	40601646	0.1
	"2005"	"2005"	"5-14 years"	"5-14"	"Drowning"	"GRINJ-002"	264	40601646	0.7
	"2005"	"2005"	"5-14 years"	"5-14"	"Fall"	"GRINJ-003"	33	40601646	0.1
	"2005"	"2005"	"5-14 years"	"5-14"	"Fire/Flame"	"GRINJ-004"	255	40601646	0.6
	"2005"	"2005"	"5-14 years"	"5-14"	"Hot object/Substance"	"GRINJ-005"	1	40601646	Unreliable
	"2005"	"2005"	"5-14 years"	"5-14"	"Firearm"	"GRINJ-006"	335	40601646	0.8
	"2005"	"2005"	"5-14 years"	"5-14"	"Machinery"	"GRINJ-007"	22	40601646	0.1
	"2005"	"2005"	"5-14 years"	"5-14"	"Motor Vehicle Traffic"	"GRINJ-008"	1323	40601646	3.3
	"2005"	"2005"	"5-14 years"	"5-14"	"Other Pedal cyclist"	"GRINJ-009"	17	40601646	Unreliable
	"2005"	"2005"	"5-14 years"	"5-14"	"Other Pedestrian"	"GRINJ-010"	47	40601646	0.1
	"2005"	"2005"	"5-14 years"	"5-14"	"Other land transport"	"GRINJ-011"	115	40601646	0.3
	"2005"	"2005"	"5-14 years"	"5-14"	"Other transport"	"GRINJ-012"	42	40601646	0.1
	"2005"	"2005"	"5-14 years"	"5-14"	"Natural/Environmental"	"GRINJ-013"	35	40601646	0.1
	"2005"	"2005"	"5-14 years"	"5-14"	"Poisoning"	"GRINJ-015"	83	40601646	0.2
	"2005"	"2005"	"5-14 years"	"5-14"	"Struck by or against"	"GRINJ-016"	36	40601646	0.1
	"2005"	"2005"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	323	40601646	0.8
	"2005"	"2005"	"5-14 years"	"5-14"	"Other specified, classifiable Injury"	"GRINJ-018"	43	40601646	0.1
	"2005"	"2005"	"5-14 years"	"5-14"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	37	40601646	0.1
	"2005"	"2005"	"5-14 years"	"5-14"	"Unspecified Injury"	"GRINJ-020"	53	40601646	0.1
	"2005"	"2005"	"5-14 years"	"5-14"	"Non-Injury: Intestinal infections"	"GR113 001-003"	12	40601646	Unreliable
	"2005"	"2005"	"5-14 years"	"5-14"	"Non-Injury: Tuberculosis"	"GR113 005-006"	1	40601646	Unreliable
	"2005"	"2005"	"5-14 years"	"5-14"	"Non-Injury: Whooping cough"	"GR113-007"	1	40601646	Unreliable
	"2005"	"2005"	"5-14 years"	"5-14"	"Non-Injury: Meningococcal infection"	"GR113-009"	7	40601646	Unreliable
	"2005"	"2005"	"5-14 years"	"5-14"	"Non-Injury: Septicemia"	"GR113-010"	81	40601646	0.2
	"2005"	"2005"	"5-14 years"	"5-14"	"Non-Injury: Syphilis"	"GR113-011"	1	40601646	Unreliable
	"2005"	"2005"	"5-14 years"	"5-14"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	1	40601646	Unreliable
	"2005"	"2005"	"5-14 years"	"5-14"	"Non-Injury: Viral hepatitis"	"GR113-015"	1	40601646	Unreliable
